TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Miami Marlins,NL,87,3017,410,811,141,11,104,393,237,675,49,12,0.269,0.328,0.426,0.754,77,85,4.82,162,162,1,7,34,61,1442.2,1450,822,772,193,75,627,1202,1.44,0.263,False,False
Milwaukee Brewers,NL,91,3104,451,790,165,15,138,432,302,874,75,24,0.255,0.326,0.451,0.777,86,76,4.0,162,162,1,12,54,79,1445.2,1381,697,642,185,64,553,1346,1.34,0.252,False,False
Minnesota Twins,AL,88,3020,403,764,154,10,100,386,323,735,52,15,0.253,0.328,0.41,0.738,85,77,4.59,162,162,6,11,42,61,1436.0,1487,788,732,224,69,483,1166,1.37,0.266,False,True
New York Mets,NL,86,2945,406,732,159,15,129,393,295,658,22,8,0.249,0.321,0.444,0.765,70,92,5.01,162,162,2,5,34,54,1434.2,1538,863,799,220,55,593,1374,1.49,0.273,False,False
New York Yankees,AL,86,2989,477,789,137,12,132,452,348,773,55,15,0.264,0.344,0.45,0.794,91,71,3.72,162,162,2,7,36,59,1448.2,1248,660,599,192,53,504,1560,1.21,0.228,False,True
Oakland Athletics,AL,89,2985,382,705,160,8,125,367,305,852,35,13,0.236,0.31,0.421,0.731,75,87,4.67,162,162,1,6,35,60,1431.0,1444,826,743,210,61,502,1202,1.36,0.261,False,False
Philadelphia Phillies,NL,87,2959,332,715,151,17,89,316,250,751,35,18,0.242,0.303,0.394,0.697,66,96,4.55,162,162,1,7,33,57,1441.0,1471,782,729,221,63,527,1309,1.39,0.265,False,False
Pittsburgh Pirates,NL,89,3022,378,729,145,22,87,352,309,649,38,25,0.241,0.32,0.39,0.71,75,87,4.22,162,162,2,12,36,57,1440.2,1464,731,676,182,58,511,1262,1.37,0.264,False,False
San Diego Padres,NL,88,2893,312,658,114,15,102,304,252,840,52,20,0.227,0.294,0.383,0.677,71,91,4.67,162,162,2,12,45,62,1430.2,1417,816,742,226,75,554,1325,1.38,0.259,False,False
San Francisco Giants,NL,90,3108,354,754,147,18,75,342,259,665,45,16,0.243,0.303,0.374,0.677,64,98,4.5,162,162,3,5,32,55,1452.0,1515,776,726,182,50,496,1234,1.38,0.268,False,False
Seattle Mariners,AL,90,3063,431,806,152,9,101,408,286,700,52,20,0.263,0.332,0.418,0.75,78,84,4.46,162,162,1,9,39,65,1440.1,1399,772,713,237,53,490,1244,1.31,0.254,False,False
St. Louis Cardinals,NL,88,2978,402,759,159,12,107,383,311,717,44,20,0.255,0.329,0.424,0.753,83,79,4.01,162,162,3,12,43,60,1450.1,1393,705,646,183,67,493,1351,1.3,0.253,False,False
Tampa Bay Rays,AL,90,3077,428,790,140,20,133,413,321,874,49,20,0.257,0.329,0.445,0.774,80,82,3.97,162,162,0,9,53,75,1445.0,1324,704,638,193,48,503,1352,1.26,0.242,False,False
Texas Rangers,AL,88,2950,444,709,135,10,135,417,295,819,76,28,0.24,0.316,0.43,0.746,78,84,4.66,162,162,2,6,29,50,1434.1,1443,816,742,214,74,559,1107,1.4,0.261,False,False
Toronto Blue Jays,AL,88,2964,366,724,134,4,117,347,285,690,32,13,0.244,0.316,0.411,0.727,76,86,4.42,162,162,2,6,45,72,1465.0,1460,784,720,203,48,549,1372,1.37,0.258,False,False
Washington Nationals,NL,88,3083,486,855,181,14,125,472,319,681,65,19,0.277,0.345,0.467,0.812,97,65,3.88,162,162,3,5,46,64,1446.2,1300,672,623,189,60,495,1457,1.24,0.239,False,True
