TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Florida MarlinsMarlins‌‌‌,NL,86,2912,409,763,166,18,90,384,278,683,63,30,0.262,0.333,0.424,0.757,78,84,4.37,162,162,6,6,41,68,1433.1,1465,772,696,166,74,622,1088,1.46,0.267,False,False
Houston Astros,NL,89,3039,408,777,162,13,90,391,324,578,35,17,0.256,0.332,0.406,0.738,82,80,4.08,162,162,5,12,42,60,1468.2,1425,719,666,182,54,480,1160,1.3,0.256,False,False
Kansas City Royals,AL,87,2944,396,783,181,13,67,376,262,546,29,20,0.266,0.33,0.405,0.735,62,100,5.65,162,162,3,5,35,66,1426.1,1648,971,896,213,60,637,904,1.6,0.292,False,False
Los Angeles Angels,AL,88,3021,407,784,154,15,88,390,254,517,76,23,0.26,0.32,0.408,0.728,89,73,4.04,162,162,5,12,50,63,1452.2,1410,732,652,158,50,471,1164,1.29,0.254,False,False
Los Angeles Dodgers,NL,88,3057,471,869,170,27,76,454,334,524,71,20,0.284,0.357,0.432,0.789,88,74,4.23,162,162,1,10,40,61,1460.1,1524,751,686,152,41,492,1068,1.38,0.269,False,True
Milwaukee Brewers,NL,90,3027,411,789,167,9,111,387,286,698,53,21,0.261,0.33,0.432,0.762,75,87,4.82,162,162,7,8,43,67,1425.2,1454,833,763,177,74,514,1145,1.38,0.265,False,False
Minnesota Twins,AL,86,2966,422,821,148,13,79,401,276,472,49,21,0.277,0.342,0.415,0.757,96,66,3.95,162,162,1,6,40,50,1439.1,1490,683,632,182,36,356,1164,1.28,0.267,False,True
New York Mets,NL,89,3124,473,828,182,24,120,453,289,601,90,21,0.265,0.333,0.454,0.787,97,65,4.14,162,162,5,12,43,58,1461.1,1402,731,673,180,62,527,1161,1.32,0.253,False,True
New York Yankees,AL,86,3002,479,846,149,13,103,460,355,529,75,18,0.282,0.362,0.443,0.805,97,65,4.41,162,162,5,8,43,60,1443.2,1463,767,708,170,59,496,1019,1.36,0.262,False,True
Oakland Athletics,AL,88,2974,380,723,128,12,94,364,334,533,30,11,0.243,0.323,0.389,0.712,93,69,4.21,162,162,5,11,54,74,1451.2,1525,727,679,162,55,529,1003,1.41,0.272,False,True
Philadelphia Phillies,NL,87,2991,420,767,162,15,108,399,307,645,52,18,0.256,0.332,0.429,0.761,85,77,4.6,162,162,4,6,42,64,1460.1,1561,812,747,211,62,512,1138,1.42,0.275,False,False
Pittsburgh Pirates,NL,90,3098,411,823,163,11,94,388,258,631,30,11,0.266,0.329,0.416,0.745,67,95,4.52,162,162,2,10,39,60,1435.0,1545,797,720,156,70,620,1060,1.51,0.281,False,False
San Diego Padres,NL,88,3026,393,786,156,19,83,368,291,613,68,16,0.26,0.328,0.406,0.734,88,74,3.87,162,162,4,11,50,71,1463.2,1385,679,629,176,50,468,1097,1.27,0.249,False,True
San Francisco Giants,NL,89,2993,419,778,149,33,86,396,303,463,26,16,0.26,0.332,0.418,0.75,76,85,4.63,161,161,7,9,37,59,1429.2,1422,790,735,153,70,584,992,1.4,0.261,False,False
Seattle Mariners,AL,89,3068,426,820,141,31,91,394,223,509,60,24,0.267,0.322,0.422,0.744,78,84,4.6,162,162,6,6,47,67,1446.2,1500,792,739,183,53,560,1067,1.42,0.267,False,False
St. Louis Cardinals,NL,87,3008,440,838,165,14,87,419,281,471,35,21,0.279,0.345,0.43,0.775,83,78,4.54,161,161,6,9,38,57,1429.2,1475,762,721,193,80,504,970,1.38,0.268,True,True
Tampa Bay Devil RaysDevil Rays‌‌‌,AL,89,2994,383,752,150,12,113,354,259,584,70,34,0.251,0.313,0.423,0.736,61,101,4.96,162,162,3,7,33,54,1420.1,1600,856,782,180,63,606,979,1.55,0.286,False,False
Texas Rangers,AL,88,3048,448,856,213,11,95,438,280,581,25,10,0.281,0.344,0.451,0.795,80,82,4.6,162,162,3,8,42,65,1431.1,1558,784,731,162,66,496,972,1.44,0.278,False,False
Toronto Blue Jays,AL,88,3046,472,893,179,17,121,454,305,454,42,20,0.293,0.361,0.482,0.843,87,75,4.37,162,162,6,6,42,62,1428.1,1447,754,694,185,59,504,1076,1.37,0.262,False,False
Washington Nationals,NL,90,3051,407,784,176,10,97,379,304,607,51,31,0.257,0.329,0.417,0.746,71,91,5.03,162,162,1,3,32,55,1436.1,1535,872,803,193,92,584,960,1.48,0.274,False,False
