TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Milwaukee Brewers,NL,91,2997,384,694,127,9,97,368,323,846,72,19,0.232,0.312,0.377,0.689,92,70,3.71,162,162,1,16,46,71,1443.0,1218,647,595,198,60,493,1425,1.19,0.226,False,True
Minnesota Twins,AL,91,3051,380,708,150,8,115,361,297,916,44,9,0.232,0.309,0.4,0.709,87,75,3.87,162,162,2,12,38,66,1451.1,1294,659,624,194,63,443,1560,1.2,0.236,False,True
New York Mets,NL,90,2987,405,720,119,14,114,394,301,711,71,7,0.241,0.321,0.405,0.726,75,87,4.3,162,162,1,7,34,52,1416.1,1331,729,676,190,85,595,1397,1.36,0.247,False,False
New York Yankees,AL,91,2987,400,691,125,11,129,385,279,732,54,20,0.231,0.301,0.41,0.711,82,80,3.97,162,162,3,8,44,63,1439.2,1272,698,635,195,85,508,1439,1.24,0.234,False,False
Oakland Athletics,AL,92,3040,329,673,120,12,85,317,296,845,91,19,0.221,0.299,0.353,0.652,50,112,5.48,162,162,0,5,29,55,1419.2,1464,924,865,213,100,694,1300,1.52,0.266,False,False
Philadelphia Phillies,NL,89,3072,401,794,168,17,99,385,263,811,70,14,0.258,0.321,0.421,0.742,90,72,4.03,162,162,1,4,45,71,1442.1,1318,715,646,185,54,470,1454,1.24,0.24,False,True
Pittsburgh Pirates,NL,90,2969,379,707,161,17,81,361,312,776,81,29,0.238,0.315,0.386,0.701,76,86,4.6,162,162,2,10,47,68,1430.0,1380,790,731,179,81,596,1363,1.38,0.251,False,False
San Diego Padres,NL,90,2967,401,696,155,7,109,382,374,773,71,18,0.235,0.324,0.402,0.726,82,80,3.73,162,162,0,16,36,64,1441.0,1270,648,598,174,76,557,1445,1.27,0.236,False,False
San Francisco Giants,NL,90,3053,416,757,151,8,106,407,303,846,41,11,0.248,0.323,0.407,0.73,79,83,4.02,162,162,4,11,50,77,1434.2,1395,719,641,173,71,403,1359,1.25,0.253,False,False
Seattle Mariners,AL,89,2992,404,696,153,7,102,389,303,869,62,19,0.233,0.312,0.391,0.703,88,74,3.74,162,162,2,18,44,64,1449.1,1300,659,602,184,57,421,1459,1.19,0.237,False,False
St. Louis Cardinals,NL,90,3071,415,779,151,7,121,401,308,761,56,22,0.254,0.328,0.426,0.754,71,91,4.79,162,162,0,10,36,64,1428.1,1549,829,760,179,63,530,1215,1.46,0.276,False,False
Tampa Bay Rays,AL,93,3125,506,809,168,13,137,483,303,799,111,29,0.259,0.331,0.452,0.783,99,63,3.86,162,162,0,14,45,76,1442.0,1258,665,618,177,63,439,1507,1.18,0.231,False,True
Texas Rangers,AL,91,3200,531,877,205,9,124,509,311,778,48,13,0.274,0.341,0.46,0.801,90,72,4.28,162,162,3,13,30,63,1436.1,1330,716,683,198,59,491,1351,1.27,0.245,True,True
Toronto Blue Jays,AL,91,3131,410,810,166,9,102,388,287,725,68,22,0.259,0.326,0.415,0.741,89,73,3.78,162,162,1,15,51,69,1451.2,1326,671,610,198,62,488,1528,1.25,0.241,False,True
Washington Nationals,NL,90,3085,373,806,156,17,78,356,223,633,52,15,0.261,0.318,0.399,0.717,71,91,5.02,162,162,0,3,42,69,1428.1,1512,845,797,245,66,592,1225,1.47,0.273,False,False
