TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
New York YankeesYankees‌‌‌,AL,86,2916,454,811,148,17,100,425,374,486,59,33,0.278,0.363,0.443,0.806,98,64,4.13,162,162,6,10,50,67,1439.2,1402,731,661,158,57,581,1111,1.38,0.255,True,True
Oakland AthleticsAthletics‌‌‌,AL,87,2944,433,718,156,13,108,407,380,585,39,19,0.244,0.336,0.416,0.752,87,75,4.69,162,162,6,5,48,73,1438.1,1537,846,750,160,54,569,967,1.46,0.274,False,False
Philadelphia PhilliesPhillies‌‌‌,NL,86,2940,454,807,165,24,93,432,335,571,67,24,0.274,0.351,0.442,0.793,77,85,4.92,162,162,11,6,32,45,1438.1,1494,846,787,212,58,627,1030,1.47,0.269,False,False
Pittsburgh PiratesPirates‌‌‌,NL,87,3013,460,825,179,24,90,434,326,604,68,25,0.274,0.35,0.439,0.789,78,83,4.33,161,161,8,3,34,51,1433.1,1444,782,689,160,51,633,1083,1.45,0.263,False,False
San Diego PadresPadres‌‌‌,NL,87,2887,397,756,146,10,90,378,328,624,86,40,0.262,0.339,0.413,0.752,74,88,4.47,162,162,5,6,43,60,1420.1,1454,781,705,193,35,529,1078,1.4,0.266,False,False
San Francisco GiantsGiants‌‌‌,NL,88,3027,477,832,168,11,89,452,391,540,76,30,0.275,0.361,0.426,0.787,86,76,4.71,162,162,6,3,42,65,1456.1,1486,831,762,194,51,655,1076,1.47,0.265,False,False
Seattle MarinersMariners‌‌‌,AL,87,3068,527,872,151,13,151,504,333,532,61,26,0.284,0.356,0.49,0.846,79,83,5.24,162,162,7,6,40,60,1433.2,1613,905,834,191,71,684,980,1.6,0.287,False,False
St. Louis CardinalsCardinals‌‌‌,NL,88,3047,438,815,161,17,95,413,343,666,66,32,0.267,0.345,0.425,0.77,75,86,4.74,161,161,5,3,38,62,1445.1,1519,838,761,161,63,667,1025,1.51,0.273,False,False
Tampa Bay Devil RaysDevil Rays‌‌‌,AL,88,3051,440,841,149,18,90,415,310,575,51,31,0.276,0.346,0.425,0.771,69,93,5.06,162,162,6,5,45,62,1433.0,1606,913,805,172,79,695,1055,1.61,0.286,False,False
Texas RangersRangers‌‌‌,AL,87,3013,476,838,161,10,110,450,340,529,72,22,0.278,0.351,0.448,0.799,95,67,5.07,162,162,6,9,47,65,1436.1,1626,859,809,186,40,509,979,1.49,0.286,False,True
Toronto Blue JaysBlue Jays‌‌‌,AL,90,3110,496,863,187,8,111,478,346,589,83,26,0.277,0.356,0.45,0.806,84,78,4.92,162,162,14,9,39,58,1439.0,1582,862,787,191,53,575,1009,1.5,0.28,False,False
