TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Florida MarlinsMarlins‌‌‌,NL,67,2308,303,585,98,7,66,287,249,424,61,24,0.253,0.331,0.388,0.719,67,76,4.27,143,143,12,7,29,29,1286.0,1299,673,610,139,46,562,994,1.45,0.264,False,False
Houston Astros,NL,68,2420,368,653,139,10,50,346,264,492,83,30,0.27,0.348,0.398,0.746,76,68,4.06,144,144,6,8,32,32,1320.1,1357,674,596,118,50,460,1056,1.38,0.266,False,False
Kansas City Royals,AL,65,2206,268,568,113,10,53,247,215,377,59,32,0.257,0.327,0.39,0.717,70,74,4.49,144,144,11,10,37,37,1288.0,1323,691,642,142,38,503,763,1.42,0.268,False,False
Los Angeles Dodgers,NL,69,2378,290,627,99,17,63,268,231,508,49,22,0.264,0.331,0.399,0.73,78,66,3.66,144,144,16,11,37,37,1295.0,1188,609,526,125,37,462,1060,1.27,0.243,False,True
Milwaukee Brewers,AL,67,2325,347,627,123,21,56,328,230,386,59,20,0.27,0.337,0.413,0.75,65,79,4.82,144,144,7,4,31,31,1286.0,1391,747,689,146,47,603,699,1.55,0.28,False,False
Minnesota Twins,AL,68,2354,312,641,121,17,59,293,216,471,41,27,0.272,0.337,0.413,0.75,56,88,5.76,144,144,7,2,27,27,1272.2,1450,889,815,210,36,533,790,1.56,0.287,False,False
Montreal ExposExpos‌‌‌,NL,69,2352,306,603,126,11,58,284,195,426,45,26,0.256,0.318,0.393,0.711,66,78,4.11,144,144,7,9,42,42,1283.2,1286,638,586,128,59,416,950,1.33,0.262,False,False
New York Mets,NL,69,2397,294,627,85,18,65,282,196,465,29,20,0.262,0.321,0.393,0.714,69,75,3.88,144,144,9,9,36,36,1291.0,1296,618,556,133,35,401,901,1.31,0.262,False,False
New York Yankees,AL,66,2295,331,615,122,16,57,316,291,424,32,18,0.268,0.351,0.41,0.761,79,65,4.56,145,145,18,5,35,35,1284.2,1286,688,651,159,32,535,908,1.42,0.261,False,True
Oakland Athletics,AL,71,2404,358,604,100,8,91,341,290,423,53,28,0.251,0.334,0.413,0.747,67,77,4.93,144,144,8,4,34,34,1273.0,1320,761,698,153,53,556,890,1.47,0.269,False,False
Philadelphia Phillies,NL,68,2308,297,605,123,8,39,276,248,371,31,12,0.262,0.336,0.373,0.709,69,75,4.21,144,144,8,8,41,41,1290.1,1241,658,603,134,55,538,980,1.38,0.254,False,False
Pittsburgh Pirates,NL,65,2193,279,565,109,8,60,264,206,448,35,28,0.258,0.322,0.397,0.719,58,86,4.7,144,144,11,7,29,29,1275.1,1407,736,666,130,57,477,871,1.48,0.283,False,False
San Diego Padres,NL,69,2394,324,636,109,9,54,296,212,410,49,18,0.266,0.328,0.386,0.714,70,74,4.13,144,144,6,10,35,35,1284.2,1242,672,590,142,51,512,1047,1.37,0.255,False,False
San Francisco Giants,NL,69,2370,312,595,100,15,67,295,219,493,72,26,0.251,0.32,0.391,0.711,67,77,4.86,144,144,12,5,34,34,1293.2,1368,776,699,173,56,505,801,1.45,0.275,False,False
Seattle Mariners,AL,69,2366,355,638,138,8,74,340,224,401,60,19,0.27,0.337,0.429,0.766,79,66,4.5,145,145,9,8,39,39,1289.1,1343,708,644,149,47,591,1068,1.5,0.268,False,True
St. Louis Cardinals,NL,70,2370,291,609,119,7,52,267,207,432,41,21,0.257,0.32,0.379,0.699,62,81,4.09,143,143,4,6,38,38,1265.2,1290,658,575,135,40,445,842,1.37,0.268,False,False
Texas Rangers,AL,69,2350,347,632,111,10,68,325,269,420,46,23,0.269,0.346,0.411,0.757,74,70,4.66,144,144,14,4,34,34,1285.0,1385,720,665,152,36,514,838,1.48,0.278,False,False
Toronto Blue Jays,AL,67,2313,315,603,114,15,80,304,240,405,28,11,0.261,0.333,0.427,0.76,56,88,4.88,144,144,16,8,22,22,1292.2,1336,777,701,145,51,654,894,1.54,0.268,False,False
