TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Arizona DiamondbacksD-backs‌‌‌,NL,92,3131,416,786,174,21,102,400,286,699,69,30,0.251,0.318,0.418,0.736,94,68,3.8,162,162,5,12,58,71,1443.1,1414,662,609,159,53,442,1058,1.29,0.257,False,True
Atlanta BravesBraves‌‌‌,NL,92,3106,365,736,154,8,97,343,295,711,29,26,0.237,0.305,0.385,0.69,89,73,3.48,162,162,3,16,52,77,1479.2,1332,605,572,125,53,521,1332,1.25,0.24,False,False
Baltimore OriolesOrioles‌‌‌,AL,88,3043,355,786,130,6,97,340,257,595,35,12,0.258,0.32,0.401,0.721,69,93,4.89,162,162,3,7,32,51,1446.2,1568,860,786,210,45,535,1044,1.45,0.277,False,False
Boston Red SoxRed Sox‌‌‌,AL,90,3136,482,871,195,21,107,464,345,598,58,21,0.278,0.353,0.456,0.809,90,72,4.2,162,162,2,13,36,52,1457.1,1366,737,680,156,90,540,1213,1.31,0.247,False,False
Chicago CubsCubs‌‌‌,NL,92,3176,375,836,161,19,79,345,223,664,32,12,0.263,0.317,0.401,0.718,71,91,4.33,162,162,4,5,40,64,1434.1,1439,756,690,162,53,580,1224,1.41,0.262,False,False
Chicago White SoxWhite Sox‌‌‌,AL,92,3141,366,791,141,7,89,347,264,543,37,32,0.252,0.318,0.386,0.704,79,83,4.1,162,162,6,14,42,62,1460.0,1463,706,665,147,44,439,1220,1.3,0.261,False,False
Cincinnati RedsReds‌‌‌,NL,92,3214,437,836,143,10,100,412,312,689,55,31,0.26,0.33,0.404,0.734,79,83,4.16,162,162,4,5,39,61,1467.2,1414,720,678,185,59,539,1112,1.33,0.255,False,False
Cleveland IndiansIndians‌‌‌,AL,89,2996,386,750,157,15,80,366,285,670,50,18,0.25,0.32,0.393,0.713,80,82,4.23,162,162,2,4,38,54,1453.1,1482,760,683,153,60,463,1024,1.34,0.263,False,False
Colorado RockiesRockies‌‌‌,NL,91,3073,395,771,152,19,92,374,315,657,54,25,0.251,0.323,0.403,0.726,73,89,4.43,162,162,5,7,41,64,1447.2,1471,774,713,176,48,522,1118,1.38,0.265,False,False
Detroit TigersTigers‌‌‌,AL,92,3106,413,819,165,17,90,391,312,667,34,13,0.264,0.332,0.415,0.747,95,67,4.04,162,162,4,14,52,62,1440.0,1406,711,647,149,52,492,1115,1.32,0.257,False,True
Florida MarlinsMarlins‌‌‌,NL,91,3073,352,752,157,14,75,336,289,677,50,23,0.245,0.313,0.378,0.691,72,90,3.95,162,162,7,11,40,59,1459.2,1403,702,640,149,37,500,1218,1.3,0.253,False,False
Houston AstrosAstros‌‌‌,NL,92,3176,358,826,191,20,50,335,225,669,70,15,0.26,0.312,0.38,0.692,56,106,4.51,162,162,2,6,25,50,1435.0,1477,796,719,188,53,560,1191,1.42,0.266,False,False
Kansas City RoyalsRoyals‌‌‌,AL,91,3162,402,838,163,23,66,386,288,566,92,29,0.265,0.328,0.394,0.722,71,91,4.44,162,162,2,6,37,59,1451.1,1487,762,716,163,58,557,1080,1.41,0.267,False,False
Los Angeles AngelsAngels‌‌‌,AL,92,3152,355,810,159,16,76,333,265,641,75,28,0.257,0.319,0.39,0.709,86,76,3.57,162,162,12,11,39,64,1465.0,1388,633,581,142,36,476,1058,1.27,0.251,False,False
Los Angeles DodgersDodgers‌‌‌,NL,92,3104,340,788,133,14,63,319,278,620,71,17,0.254,0.318,0.367,0.685,82,79,3.54,161,161,7,17,40,53,1432.0,1287,612,563,132,43,507,1265,1.25,0.241,False,False
Milwaukee BrewersBrewers‌‌‌,NL,92,3096,405,795,149,20,103,390,277,630,59,19,0.257,0.321,0.418,0.739,96,66,3.63,162,162,1,13,47,66,1441.2,1348,638,582,147,33,440,1257,1.24,0.246,False,True
Minnesota TwinsTwins‌‌‌,AL,89,3024,347,750,139,12,54,318,241,560,50,21,0.248,0.307,0.355,0.662,63,99,4.58,162,162,7,8,32,52,1421.2,1564,804,724,161,54,480,940,1.44,0.281,False,False
New York MetsMets‌‌‌,NL,91,3135,399,822,166,29,58,370,323,622,89,24,0.262,0.333,0.389,0.722,77,85,4.19,162,162,6,9,43,67,1448.0,1482,742,674,147,70,514,1126,1.38,0.265,False,False
New York YankeesYankees‌‌‌,AL,88,2962,455,763,143,20,123,443,343,587,81,32,0.258,0.34,0.444,0.784,97,65,3.73,162,162,5,8,47,63,1458.1,1423,657,605,152,58,507,1222,1.32,0.256,False,True
Oakland AthleticsAthletics‌‌‌,AL,92,3075,315,716,140,15,50,298,273,581,64,29,0.233,0.299,0.337,0.636,74,88,3.71,162,162,6,12,39,57,1447.2,1380,679,597,136,41,519,1160,1.31,0.25,False,False
Philadelphia PhilliesPhillies‌‌‌,NL,91,3106,384,776,138,20,78,377,307,557,61,11,0.25,0.323,0.382,0.705,102,60,3.02,162,162,18,21,47,56,1477.0,1320,529,495,120,47,404,1299,1.17,0.24,False,True
Pittsburgh PiratesPirates‌‌‌,NL,90,2985,354,738,144,15,59,339,288,675,64,29,0.247,0.315,0.365,0.68,72,90,4.04,162,162,5,11,43,65,1449.1,1513,712,650,152,62,535,1031,1.41,0.27,False,False
San Diego PadresPadres‌‌‌,NL,92,3070,304,709,129,20,48,286,290,753,89,24,0.231,0.3,0.333,0.633,71,91,3.42,162,162,0,10,44,62,1449.1,1324,611,551,125,37,521,1139,1.27,0.245,False,False
San Francisco GiantsGiants‌‌‌,NL,92,3122,332,758,175,11,59,309,271,644,49,28,0.243,0.309,0.363,0.672,86,76,3.2,162,162,3,12,52,66,1468.0,1260,578,522,96,50,559,1316,1.24,0.232,False,False
Seattle MarinersMariners‌‌‌,AL,91,3001,301,672,132,12,55,292,274,651,71,27,0.224,0.29,0.331,0.621,67,95,3.9,162,162,12,10,39,55,1433.0,1369,675,621,145,51,436,1088,1.26,0.251,False,False
St. Louis CardinalsCardinals‌‌‌,NL,92,3128,433,843,173,13,89,414,319,564,35,22,0.27,0.34,0.418,0.758,90,72,3.74,162,162,7,9,47,73,1462.0,1461,692,608,136,46,448,1098,1.31,0.261,True,True
Tampa Bay RaysRays‌‌‌,AL,90,3009,380,737,168,18,87,364,283,647,76,35,0.245,0.313,0.399,0.712,91,71,3.58,162,162,15,13,32,44,1449.0,1263,614,577,161,46,504,1143,1.22,0.234,False,True
Texas RangersRangers‌‌‌,AL,92,3177,457,862,177,20,112,430,269,529,88,23,0.271,0.331,0.445,0.776,96,66,3.79,162,162,10,19,38,57,1441.1,1327,677,607,170,46,461,1179,1.24,0.244,False,True
Toronto Blue JaysBlue Jays‌‌‌,AL,92,3188,426,818,159,21,107,402,290,633,75,30,0.257,0.321,0.42,0.741,81,81,4.32,162,162,7,10,33,58,1458.2,1433,761,700,179,77,540,1169,1.35,0.256,False,False
Washington NationalsNationals‌‌‌,NL,92,3062,352,719,136,13,83,335,279,731,78,22,0.235,0.305,0.369,0.674,80,81,3.58,161,161,3,10,49,77,1449.1,1403,643,577,129,52,477,1049,1.3,0.256,False,False
