TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Los Angeles Angels,AL,80,2664,338,604,104,8,118,327,212,788,37,17,0.227,0.292,0.405,0.697,40,40,4.5,81,81,0,4,21,36,710.1,712,386,355,104,25,310,632,1.44,0.262,False,False
Los Angeles Dodgers,NL,82,2809,462,743,143,14,128,444,304,666,44,14,0.265,0.34,0.462,0.802,51,31,4.21,83,83,0,3,27,39,740.0,680,377,346,105,36,294,727,1.32,0.243,False,False
Miami Marlins,NL,79,2707,330,687,134,11,68,318,240,634,60,25,0.254,0.317,0.387,0.704,34,45,4.85,80,80,0,4,17,31,705.2,705,409,380,92,35,276,616,1.39,0.259,False,False
Milwaukee Brewers,NL,81,2706,379,666,116,8,75,352,278,657,97,27,0.246,0.321,0.378,0.699,45,36,3.83,82,82,0,7,22,32,725.1,658,335,309,88,29,285,688,1.3,0.241,False,False
Minnesota Twins,AL,82,2756,351,668,131,8,94,338,246,672,39,14,0.242,0.314,0.398,0.712,40,42,4.14,82,82,1,6,16,29,720.0,676,357,331,83,40,217,710,1.24,0.245,False,False
New York Mets,NL,83,2771,365,678,130,13,108,356,290,652,63,10,0.245,0.324,0.418,0.742,48,35,3.28,83,83,1,7,23,38,738.0,640,308,269,60,31,307,721,1.28,0.232,False,False
New York Yankees,AL,81,2749,410,698,141,13,122,394,318,724,58,20,0.254,0.335,0.448,0.783,47,34,3.41,81,81,0,9,23,31,719.2,580,297,273,77,26,261,748,1.17,0.217,False,False
Philadelphia Phillies,NL,81,2748,370,699,126,11,83,353,279,637,67,15,0.254,0.328,0.399,0.727,47,34,3.8,82,82,0,6,24,40,725.0,681,333,306,87,24,235,748,1.26,0.246,False,False
Pittsburgh Pirates,NL,83,2749,276,631,107,14,56,266,270,727,73,22,0.23,0.303,0.34,0.643,33,50,3.83,83,83,1,7,17,32,735.1,637,336,313,72,30,251,611,1.21,0.233,False,False
San Diego Padres,NL,81,2689,337,662,119,11,69,313,256,569,56,16,0.246,0.314,0.376,0.69,44,37,3.64,81,81,2,13,27,36,716.2,609,321,290,82,32,265,711,1.22,0.228,False,False
San Francisco Giants,NL,82,2684,347,622,119,14,79,328,296,685,43,17,0.232,0.313,0.375,0.688,45,37,3.38,82,82,0,4,24,36,726.2,641,311,273,64,26,258,702,1.24,0.236,False,False
Seattle Mariners,AL,80,2738,365,673,110,4,105,353,279,709,78,22,0.246,0.323,0.404,0.727,41,39,4.04,81,81,0,3,20,32,728.0,691,359,327,103,34,245,654,1.29,0.249,False,False
St. Louis Cardinals,NL,83,2817,387,712,141,4,83,367,262,640,44,14,0.253,0.324,0.394,0.718,45,38,3.93,83,83,2,9,20,32,739.2,706,352,323,70,24,222,603,1.25,0.25,False,False
Tampa Bay Rays,AL,81,2729,383,702,129,8,87,362,247,681,105,24,0.257,0.323,0.406,0.729,46,35,3.7,82,82,1,8,19,29,734.1,647,324,302,107,34,227,668,1.19,0.236,False,False
Texas Rangers,AL,81,2659,295,605,111,8,80,283,225,649,69,18,0.228,0.293,0.366,0.659,40,41,3.28,82,82,2,8,22,35,716.0,598,282,261,70,21,226,635,1.15,0.225,False,False
Toronto Blue Jays,AL,81,2743,359,707,137,4,81,343,267,545,43,14,0.258,0.328,0.399,0.727,44,37,4.09,81,81,0,6,23,36,721.2,635,351,328,107,39,257,721,1.24,0.235,False,False
Washington Nationals,NL,81,2700,342,650,131,10,83,326,227,612,68,28,0.241,0.307,0.389,0.696,33,48,4.98,82,82,0,6,19,30,714.0,719,416,395,98,51,269,642,1.38,0.26,False,False
