TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Minnesota Twins,AL,88,3053,436,818,150,13,74,408,290,447,73,13,0.268,0.335,0.398,0.733,79,83,4.15,162,162,5,8,38,52,1436.2,1505,725,663,185,51,420,1094,1.34,0.269,False,False
New York Mets,NL,87,3009,394,805,156,17,89,370,284,550,106,22,0.268,0.332,0.419,0.751,88,74,4.26,162,162,2,10,39,57,1452.1,1415,750,687,165,61,570,1134,1.37,0.255,False,False
New York Yankees,AL,86,2999,464,840,173,14,89,442,327,525,62,20,0.28,0.356,0.436,0.792,94,68,4.49,162,162,1,5,34,55,1450.2,1498,777,724,150,60,578,1009,1.43,0.268,False,True
Oakland Athletics,AL,88,3025,380,773,152,8,91,364,337,567,34,13,0.256,0.333,0.401,0.734,76,86,4.28,162,162,4,9,36,61,1448.0,1468,758,689,138,43,530,1036,1.38,0.263,False,False
Philadelphia Phillies,NL,88,3073,456,827,183,20,106,437,327,632,70,11,0.269,0.346,0.445,0.791,89,73,4.73,162,162,5,5,42,63,1458.1,1555,821,767,198,72,558,1050,1.45,0.276,False,True
Pittsburgh Pirates,NL,88,3013,367,761,172,13,70,350,254,612,35,15,0.253,0.315,0.388,0.703,68,94,4.93,162,162,4,5,32,51,1447.2,1627,846,793,174,76,518,997,1.48,0.288,False,False
San Diego Padres,NL,87,2983,374,721,175,15,78,352,296,689,33,14,0.242,0.312,0.389,0.701,89,74,3.7,163,163,1,20,45,67,1484.2,1406,666,611,119,48,474,1136,1.27,0.25,False,False
San Francisco Giants,NL,86,2951,365,738,143,21,71,340,290,510,46,17,0.25,0.32,0.385,0.705,71,91,4.19,162,162,5,10,37,60,1453.2,1442,720,677,133,47,593,1057,1.4,0.261,False,False
Seattle Mariners,AL,85,2981,424,845,149,9,78,406,219,417,45,15,0.283,0.337,0.418,0.755,88,74,4.73,162,162,6,12,43,58,1434.1,1578,813,754,147,62,546,1020,1.48,0.281,False,False
St. Louis Cardinals,NL,85,2885,368,769,142,6,70,344,253,450,24,17,0.267,0.329,0.393,0.722,78,84,4.65,162,162,2,8,34,45,1435.2,1514,829,741,168,73,509,945,1.41,0.271,False,False
Tampa Bay Devil RaysDevil Rays‌‌‌,AL,87,2996,408,784,155,19,100,386,278,692,70,28,0.262,0.328,0.426,0.754,66,96,5.53,162,162,2,2,28,50,1429.2,1649,944,879,199,63,568,1194,1.55,0.29,False,False
Texas Rangers,AL,88,3000,440,770,161,14,106,420,290,656,51,17,0.257,0.325,0.426,0.751,75,87,4.75,162,162,0,6,42,57,1430.0,1525,844,755,155,70,668,976,1.53,0.274,False,False
Toronto Blue Jays,AL,87,2955,415,759,174,10,101,399,291,563,27,13,0.257,0.327,0.425,0.752,83,79,4.0,162,162,11,9,44,69,1448.2,1383,699,644,157,55,479,1067,1.29,0.251,False,False
Washington Nationals,NL,88,2993,326,742,157,16,54,311,262,605,31,12,0.248,0.313,0.365,0.678,73,89,4.58,162,162,0,6,46,74,1446.2,1502,783,736,187,42,580,931,1.44,0.269,False,False
