TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Florida MarlinsMarlins‌‌‌,NL,87,2948,336,739,118,22,50,312,295,577,63,30,0.251,0.322,0.357,0.679,64,98,4.13,162,162,4,5,48,48,1440.1,1437,724,661,135,32,598,945,1.41,0.261,False,False
Houston Astros,NL,87,2923,401,775,160,21,81,365,265,449,64,26,0.265,0.329,0.417,0.746,85,77,3.49,162,162,18,14,42,42,1441.1,1363,630,559,117,41,476,1056,1.28,0.251,False,False
Kansas City Royals,AL,86,2964,363,806,163,18,56,345,216,462,59,41,0.272,0.325,0.396,0.721,84,78,4.04,162,162,16,6,48,48,1445.1,1379,694,649,105,44,571,985,1.35,0.254,False,False
Los Angeles Dodgers,NL,87,3012,379,795,124,15,66,356,263,526,76,36,0.264,0.323,0.381,0.704,81,81,3.5,162,162,17,9,36,36,1472.2,1406,662,573,103,37,567,1043,1.34,0.254,False,False
Milwaukee Brewers,AL,86,2920,383,748,122,14,57,361,262,490,87,50,0.256,0.32,0.366,0.686,69,93,4.45,162,162,26,6,29,29,1447.0,1511,792,716,153,60,522,810,1.4,0.271,False,False
Minnesota Twins,AL,85,2886,365,766,136,18,64,337,252,412,37,29,0.265,0.329,0.392,0.721,71,91,4.71,162,162,5,3,44,44,1444.1,1591,830,756,148,45,514,901,1.46,0.283,False,False
Montreal ExposExpos‌‌‌,NL,89,2953,380,753,145,13,69,357,292,455,123,30,0.255,0.326,0.383,0.709,94,68,3.55,163,163,8,7,61,61,1456.2,1369,682,574,119,47,521,934,1.3,0.249,False,False
New York Mets,NL,87,2906,365,723,119,19,73,344,246,467,62,26,0.249,0.308,0.378,0.686,59,103,4.05,162,162,16,8,22,22,1438.0,1483,744,647,139,50,434,867,1.33,0.269,False,False
New York Yankees,AL,89,3107,448,854,162,16,101,436,336,519,24,22,0.275,0.348,0.435,0.783,88,74,4.35,162,162,11,13,38,38,1438.1,1467,761,695,170,29,552,899,1.4,0.266,False,False
Oakland Athletics,AL,84,2842,383,728,132,10,86,362,360,531,73,32,0.256,0.34,0.4,0.74,68,94,4.9,162,162,8,2,42,42,1452.1,1551,846,791,157,49,680,864,1.54,0.276,False,False
Philadelphia Phillies,NL,89,3108,483,835,175,27,90,454,367,580,58,15,0.269,0.347,0.429,0.776,97,65,3.95,162,162,24,11,46,46,1472.2,1419,740,647,129,37,573,1117,1.35,0.252,False,True
Pittsburgh Pirates,NL,88,3014,391,799,147,27,55,366,277,529,42,19,0.265,0.329,0.387,0.716,75,87,4.77,162,162,12,5,34,34,1445.2,1557,806,766,153,46,485,832,1.41,0.28,False,False
San Diego Padres,NL,89,3027,349,768,133,15,75,321,238,542,53,20,0.254,0.311,0.382,0.693,61,101,4.23,162,162,8,6,32,32,1437.2,1470,772,675,148,34,558,957,1.41,0.266,False,False
San Francisco Giants,NL,89,3087,466,890,159,18,89,439,289,504,74,41,0.288,0.351,0.438,0.789,103,59,3.61,162,162,4,9,50,50,1456.2,1385,636,585,168,50,442,982,1.25,0.253,False,False
Seattle Mariners,AL,88,3003,404,809,140,14,87,374,343,473,60,46,0.269,0.348,0.412,0.76,82,80,4.2,162,162,22,10,41,41,1453.2,1421,731,678,135,66,605,1083,1.39,0.259,False,False
St. Louis Cardinals,NL,87,2964,394,804,125,23,53,378,292,481,85,40,0.271,0.336,0.383,0.719,87,75,4.09,162,162,5,7,54,54,1453.0,1553,744,660,152,43,383,775,1.33,0.276,False,False
Texas Rangers,AL,86,2966,451,786,150,27,99,431,238,527,69,42,0.265,0.322,0.434,0.756,86,76,4.28,162,162,20,6,45,45,1438.1,1476,751,684,144,44,562,957,1.42,0.267,False,False
Toronto Blue Jays,AL,89,3043,455,837,175,22,95,427,298,485,77,30,0.275,0.343,0.441,0.784,95,67,4.21,162,162,11,11,50,50,1441.1,1441,742,674,134,32,620,1023,1.43,0.261,True,True
