TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Houston Astros,AL,91,3048,395,730,153,8,124,373,279,838,69,23,0.24,0.306,0.417,0.723,86,76,3.57,162,162,5,13,39,58,1441.0,1308,618,572,148,43,423,1280,1.2,0.241,False,True
Kansas City Royals,AL,86,2931,380,803,151,21,67,362,183,501,51,18,0.274,0.324,0.408,0.732,95,67,3.73,162,162,2,8,56,76,1452.0,1372,641,601,155,52,489,1160,1.28,0.249,True,True
Los Angeles Angels,AL,88,2950,368,737,134,5,97,350,250,631,25,21,0.25,0.312,0.397,0.709,85,77,3.94,162,162,2,12,46,67,1440.2,1355,675,630,166,71,466,1221,1.26,0.248,False,False
Los Angeles Dodgers,NL,90,2958,376,744,154,15,113,365,315,672,19,22,0.252,0.329,0.428,0.757,92,70,3.44,162,162,6,21,47,68,1445.2,1317,595,553,145,38,395,1396,1.18,0.242,False,True
Miami Marlins,NL,89,3009,330,767,122,18,72,308,206,687,59,23,0.255,0.305,0.379,0.684,71,91,4.02,162,162,0,12,35,56,1427.0,1374,678,638,141,52,508,1152,1.32,0.255,False,False
Milwaukee Brewers,NL,90,3059,360,764,158,19,84,347,215,685,39,17,0.25,0.302,0.396,0.698,68,94,4.28,162,162,1,7,40,53,1435.0,1432,737,682,176,55,517,1260,1.36,0.261,False,False
Minnesota Twins,AL,89,2969,383,754,155,25,76,363,219,647,44,31,0.254,0.307,0.4,0.707,83,79,4.07,162,162,2,12,45,60,1443.0,1506,700,653,163,41,413,1046,1.33,0.269,False,False
New York Mets,NL,89,2943,310,686,138,9,75,297,237,686,33,10,0.233,0.298,0.363,0.661,90,72,3.43,162,162,1,14,50,71,1462.2,1341,613,557,152,44,383,1337,1.18,0.243,False,True
New York Yankees,AL,88,3035,409,770,152,10,116,389,289,640,39,15,0.254,0.323,0.425,0.748,87,75,4.03,162,162,3,4,48,60,1457.2,1416,698,652,182,56,474,1370,1.3,0.253,False,True
Oakland Athletics,AL,91,3136,390,803,158,23,74,370,272,610,51,13,0.256,0.317,0.392,0.709,68,94,4.14,162,162,5,15,28,53,1444.2,1402,729,664,172,47,474,1179,1.3,0.254,False,False
Philadelphia Phillies,NL,91,3106,308,765,151,18,59,293,205,664,54,17,0.246,0.297,0.363,0.66,63,99,4.69,162,162,1,7,35,51,1436.1,1592,809,749,191,61,488,1153,1.45,0.28,False,False
Pittsburgh Pirates,NL,88,3048,356,780,159,10,67,339,233,697,63,25,0.256,0.317,0.381,0.698,98,64,3.21,162,162,0,13,54,68,1489.2,1392,596,532,110,75,453,1338,1.24,0.248,False,True
San Diego Padres,NL,90,3078,352,733,140,19,74,336,233,759,56,17,0.238,0.294,0.368,0.662,74,88,4.09,162,162,1,6,41,58,1440.1,1371,731,655,171,54,516,1393,1.31,0.252,False,False
San Francisco Giants,NL,89,3065,377,831,153,24,71,357,241,618,39,19,0.271,0.328,0.406,0.734,84,78,3.72,162,162,7,18,41,56,1444.1,1344,627,597,155,50,431,1165,1.23,0.246,False,False
Seattle Mariners,AL,89,2993,312,705,130,14,93,294,245,713,35,26,0.236,0.296,0.382,0.678,76,86,4.16,162,162,6,12,45,71,1463.0,1430,726,677,181,70,491,1283,1.31,0.256,False,False
St. Louis Cardinals,NL,89,3028,355,778,160,16,69,340,273,694,42,21,0.257,0.323,0.389,0.712,100,62,2.94,162,162,1,15,62,77,1464.2,1359,525,478,123,45,477,1329,1.25,0.246,False,True
Tampa Bay Rays,AL,91,3018,332,723,139,21,78,313,249,741,62,27,0.24,0.305,0.377,0.682,80,82,3.74,162,162,1,12,60,87,1453.1,1314,642,604,175,46,477,1355,1.23,0.24,False,False
Texas Rangers,AL,88,2997,370,739,149,14,94,349,257,703,54,20,0.247,0.312,0.4,0.712,88,74,4.24,162,162,5,9,45,62,1442.2,1459,733,680,171,63,508,1095,1.36,0.262,False,True
Toronto Blue Jays,AL,91,3079,486,814,178,10,115,468,298,650,52,16,0.264,0.331,0.441,0.772,93,69,3.8,162,162,7,10,34,56,1441.0,1353,670,609,173,59,397,1117,1.21,0.248,False,True
Washington Nationals,NL,87,2928,372,747,148,10,86,351,267,680,33,16,0.255,0.32,0.401,0.721,83,79,3.62,162,162,4,13,41,64,1434.2,1366,635,577,145,55,364,1342,1.21,0.25,False,False
