TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Detroit TigersTigers‌‌‌,AL,84,2936,406,799,161,31,81,392,271,520,69,35,0.272,0.336,0.431,0.767,66,96,5.01,162,162,16,2,34,56,1429.1,1624,876,795,180,73,553,859,1.52,0.289,False,False
Florida MarlinsMarlins‌‌‌,NL,88,3001,423,794,182,13,95,409,263,634,60,23,0.265,0.329,0.429,0.758,76,86,4.32,162,162,5,11,32,49,1438.0,1397,744,691,151,70,617,1119,1.4,0.257,False,False
Houston AstrosAstros‌‌‌,NL,86,2981,475,824,160,13,134,452,308,608,35,30,0.276,0.352,0.474,0.826,93,69,4.39,162,162,7,6,48,65,1454.2,1453,769,709,221,70,486,1228,1.33,0.261,False,True
Kansas City RoyalsRoyals‌‌‌,AL,87,3059,401,820,147,17,86,381,222,517,53,25,0.268,0.319,0.412,0.731,65,97,4.87,162,162,5,1,30,50,1440.0,1537,858,779,209,61,576,911,1.47,0.276,False,False
Los Angeles DodgersDodgers‌‌‌,NL,88,2952,411,759,140,15,112,391,278,586,52,26,0.257,0.324,0.429,0.753,86,76,4.25,162,162,3,5,46,72,1450.2,1387,744,685,184,72,524,1212,1.32,0.252,False,False
Milwaukee BrewersBrewers‌‌‌,NL,86,2937,411,751,144,13,114,397,262,738,31,24,0.256,0.323,0.43,0.753,68,94,4.64,162,162,3,8,28,45,1436.1,1452,806,740,197,72,667,1057,1.48,0.265,False,False
Minnesota TwinsTwins‌‌‌,AL,87,3004,450,840,193,28,84,419,270,560,80,33,0.28,0.344,0.446,0.79,85,77,4.51,162,162,12,8,45,64,1441.1,1494,766,722,192,56,445,965,1.35,0.268,False,False
Montreal ExposExpos‌‌‌,NL,88,2935,387,754,171,14,78,359,267,612,44,28,0.257,0.325,0.404,0.729,68,94,4.68,162,162,5,11,28,46,1431.1,1509,812,745,190,61,525,1103,1.42,0.272,False,False
New York MetsMets‌‌‌,NL,89,3004,340,740,146,9,81,324,301,587,38,28,0.246,0.318,0.382,0.7,82,80,4.07,162,162,6,14,48,64,1445.2,1418,713,654,186,43,438,1191,1.28,0.257,False,False
New York YankeesYankees‌‌‌,AL,86,2989,443,804,152,13,103,422,291,544,96,26,0.269,0.337,0.432,0.769,95,65,4.02,161,161,7,9,57,70,1451.1,1429,713,649,158,55,465,1266,1.31,0.257,False,True
Oakland AthleticsAthletics‌‌‌,AL,87,2980,404,746,170,8,92,384,324,553,30,18,0.25,0.332,0.405,0.737,102,60,3.59,162,162,13,9,44,67,1463.1,1384,645,583,153,46,440,1117,1.25,0.249,False,True
Philadelphia PhilliesPhillies‌‌‌,NL,87,2965,429,783,166,16,84,408,313,598,91,21,0.264,0.334,0.416,0.75,86,76,4.15,162,162,8,7,47,71,1445.1,1417,719,667,170,70,527,1086,1.35,0.259,False,False
Pittsburgh PiratesPirates‌‌‌,NL,86,2911,372,729,156,13,90,354,275,586,57,40,0.25,0.322,0.406,0.728,62,100,5.05,162,162,8,9,36,51,1416.1,1493,858,794,167,80,549,908,1.44,0.272,False,False
San Diego PadresPadres‌‌‌,NL,88,3010,453,774,154,16,84,432,401,683,79,27,0.257,0.346,0.403,0.749,79,83,4.52,162,162,5,6,46,66,1440.2,1519,812,724,219,56,476,1088,1.38,0.269,False,False
San Francisco GiantsGiants‌‌‌,NL,88,3035,419,793,159,26,118,403,338,616,31,18,0.261,0.337,0.447,0.784,90,72,4.18,162,162,3,8,47,63,1463.1,1437,748,680,145,33,579,1080,1.38,0.258,False,False
Seattle MarinersMariners‌‌‌,AL,87,3046,530,862,171,19,102,501,354,525,89,20,0.283,0.36,0.452,0.812,116,46,3.54,162,162,8,14,56,73,1465.0,1293,627,576,160,64,465,1051,1.2,0.236,False,True
St. Louis CardinalsCardinals‌‌‌,NL,86,2899,410,775,131,21,107,392,292,617,42,25,0.267,0.339,0.438,0.777,93,69,3.93,162,162,8,11,38,55,1435.1,1389,684,627,196,72,526,1083,1.33,0.256,False,True
Tampa Bay Devil RaysDevil Rays‌‌‌,AL,88,2986,344,756,160,11,72,331,256,640,47,26,0.253,0.316,0.386,0.702,62,100,4.93,162,162,1,6,30,51,1423.2,1513,887,780,207,75,569,1030,1.46,0.273,False,False
Texas RangersRangers‌‌‌,AL,87,3041,482,824,182,14,137,460,304,605,36,17,0.271,0.341,0.475,0.816,73,89,5.71,162,162,4,3,37,56,1438.1,1670,968,913,222,63,596,951,1.58,0.293,False,False
Toronto Blue JaysBlue Jays‌‌‌,AL,88,3092,446,819,167,22,104,426,274,605,75,27,0.265,0.331,0.434,0.765,80,82,4.28,162,162,7,10,41,66,1462.2,1553,753,696,165,76,490,1041,1.4,0.275,False,False
