TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Houston Astros,AL,91,3115,496,838,169,6,116,475,338,672,32,11,0.269,0.344,0.439,0.783,95,67,3.78,162,162,2,8,34,61,1445.0,1231,658,607,187,70,549,1456,1.23,0.228,False,True
Kansas City Royals,AL,89,2951,364,716,128,16,90,344,243,724,58,15,0.243,0.304,0.388,0.692,74,88,4.64,162,162,1,7,37,62,1417.1,1375,788,731,189,62,591,1344,1.39,0.254,False,False
Los Angeles Angels,AL,89,3014,435,775,162,10,123,414,245,766,31,11,0.257,0.319,0.44,0.759,77,85,4.69,162,162,1,4,39,65,1421.2,1373,804,741,188,76,592,1453,1.38,0.251,False,False
Los Angeles Dodgers,NL,91,3053,476,744,137,16,123,454,382,805,27,8,0.244,0.338,0.42,0.758,106,56,3.01,162,162,1,17,56,83,1452.0,1107,561,486,161,63,486,1599,1.1,0.207,False,True
Miami Marlins,NL,90,2997,358,701,122,14,88,339,271,878,68,18,0.234,0.303,0.372,0.675,67,95,3.96,162,162,1,8,33,58,1415.0,1282,701,622,162,88,529,1381,1.28,0.241,False,False
Milwaukee Brewers,NL,92,2998,394,659,132,10,109,375,351,891,47,14,0.22,0.312,0.38,0.692,95,67,3.5,162,162,2,19,44,73,1436.0,1156,623,558,168,77,537,1618,1.18,0.218,False,True
Minnesota Twins,AL,89,3002,421,737,148,12,129,389,300,766,31,5,0.246,0.318,0.432,0.75,73,89,4.83,162,162,1,9,42,63,1419.1,1392,834,762,239,62,484,1317,1.32,0.255,False,False
New York Mets,NL,88,2755,333,639,113,6,90,319,270,757,26,14,0.232,0.311,0.375,0.686,77,85,3.9,162,162,2,8,41,69,1379.1,1221,668,597,190,70,475,1453,1.23,0.236,False,False
New York Yankees,AL,89,2928,370,692,111,5,114,341,359,810,20,5,0.236,0.323,0.394,0.717,92,70,3.74,162,162,3,13,47,73,1435.1,1243,669,596,196,56,492,1569,1.21,0.231,False,True
Oakland Athletics,AL,92,3033,408,705,152,13,115,381,313,790,37,9,0.232,0.312,0.405,0.717,86,76,4.02,162,162,3,11,39,67,1433.0,1362,687,640,191,64,439,1332,1.26,0.247,False,False
Philadelphia Phillies,NL,88,2929,402,705,140,11,102,384,297,826,52,9,0.241,0.316,0.4,0.716,82,80,4.39,162,162,5,12,36,70,1418.2,1321,745,692,200,75,509,1480,1.29,0.244,False,False
Pittsburgh Pirates,NL,90,2972,319,694,137,13,74,302,288,731,30,12,0.234,0.306,0.363,0.669,61,101,5.08,162,162,0,6,25,50,1396.1,1400,833,788,213,78,606,1312,1.44,0.26,False,False
San Diego Padres,NL,93,3065,428,740,142,13,110,407,355,772,82,23,0.241,0.324,0.404,0.728,79,83,4.1,162,162,2,11,43,71,1430.0,1277,708,651,205,87,516,1517,1.25,0.237,False,False
San Francisco Giants,NL,89,2959,441,725,138,14,132,421,347,830,37,9,0.245,0.329,0.435,0.764,107,55,3.24,162,162,2,18,56,85,1455.0,1254,594,524,151,63,416,1425,1.15,0.23,False,True
Seattle Mariners,AL,91,2935,371,636,130,6,110,359,287,865,40,11,0.217,0.293,0.378,0.671,90,72,4.3,162,162,1,10,51,84,1440.1,1356,748,688,197,69,485,1328,1.28,0.247,False,False
St. Louis Cardinals,NL,90,2952,358,678,138,11,94,343,266,725,46,14,0.23,0.301,0.379,0.68,90,72,3.98,162,162,3,15,50,71,1417.0,1234,672,626,152,85,608,1225,1.3,0.234,False,True
Tampa Bay Rays,AL,90,3040,440,700,158,8,110,418,342,923,58,24,0.23,0.315,0.396,0.711,100,62,3.67,162,162,1,13,42,64,1455.2,1264,651,593,184,55,436,1478,1.17,0.232,False,True
Texas Rangers,AL,90,3009,369,701,109,13,107,352,269,807,55,18,0.233,0.302,0.385,0.687,60,102,4.79,162,162,0,3,31,51,1424.1,1402,815,758,232,61,513,1239,1.34,0.256,False,False
Toronto Blue Jays,AL,87,2973,444,784,147,7,130,422,265,720,41,13,0.264,0.327,0.449,0.776,91,71,3.91,162,162,1,14,34,52,1405.1,1257,663,610,209,75,473,1468,1.23,0.236,False,False
Washington Nationals,NL,89,2908,372,737,136,9,97,355,273,743,39,18,0.253,0.325,0.406,0.731,65,97,4.8,162,162,1,8,36,72,1394.1,1364,820,744,247,71,548,1346,1.37,0.254,False,False
