TEAM,LEAGUE,H_G,H_AB,H_R,H_H,H_2B,H_3B,H_HR,H_RBI,H_BB,H_SO,H_SB,H_CS,H_AVG,H_OBP,H_SLG,H_OPS,P_W,P_L,P_ERA,P_G,P_GS,P_CG,P_SHO,P_SV,P_SVO,P_IP,P_H,P_R,P_ER,P_HR,P_HB,P_BB,P_SO,P_WHIP,P_AVG,WON_WORLD_SERIES,MADE_PLAYOFFS
Florida MarlinsMarlins‌‌‌,NL,90,3085,415,795,155,14,87,386,300,704,49,21,0.258,0.327,0.402,0.729,87,75,4.29,162,162,5,5,45,69,1446.1,1425,766,690,160,45,601,1248,1.4,0.257,False,False
Houston AstrosAstros‌‌‌,NL,88,2970,368,794,150,23,71,350,269,500,61,31,0.267,0.33,0.405,0.735,74,88,4.54,162,162,5,10,39,65,1430.0,1521,770,722,176,50,546,1144,1.45,0.275,False,False
Kansas City RoyalsRoyals‌‌‌,AL,88,2968,346,745,147,32,76,330,235,598,47,12,0.251,0.31,0.399,0.709,65,97,4.83,162,162,10,9,34,56,1426.0,1486,842,765,166,51,600,1153,1.46,0.269,False,False
Los Angeles AngelsAngels‌‌‌,AL,86,2951,461,837,157,22,86,441,287,535,89,29,0.284,0.348,0.439,0.787,97,65,4.45,162,162,9,13,51,70,1445.0,1513,761,715,180,58,523,1062,1.41,0.272,False,True
Los Angeles DodgersDodgers‌‌‌,NL,88,3063,443,843,159,17,76,419,356,582,74,26,0.275,0.354,0.413,0.767,95,67,3.41,162,162,1,9,44,70,1473.1,1265,611,558,127,57,584,1272,1.25,0.233,False,True
Milwaukee BrewersBrewers‌‌‌,NL,88,2941,411,749,146,22,100,401,352,681,28,16,0.255,0.339,0.421,0.76,80,82,4.83,162,162,1,8,44,66,1435.0,1498,818,770,207,65,607,1104,1.47,0.268,False,False
Minnesota TwinsTwins‌‌‌,AL,89,3043,432,820,143,19,96,401,330,593,45,16,0.269,0.342,0.424,0.766,87,76,4.5,163,163,4,7,48,64,1453.0,1542,765,726,185,58,466,1052,1.38,0.272,False,True
New York MetsMets‌‌‌,NL,87,2934,375,791,163,18,52,353,323,483,82,24,0.27,0.344,0.391,0.735,70,92,4.45,162,162,3,12,39,60,1426.0,1452,757,705,158,55,616,1031,1.45,0.264,False,False
New York YankeesYankees‌‌‌,AL,88,3069,495,846,176,13,132,471,373,531,61,16,0.276,0.358,0.471,0.829,103,59,4.26,162,162,3,8,51,66,1450.0,1386,753,687,181,71,574,1260,1.35,0.251,True,True
Oakland AthleticsAthletics‌‌‌,AL,86,2935,361,721,142,8,70,346,284,546,54,24,0.246,0.316,0.371,0.687,75,87,4.26,162,162,2,10,38,50,1447.1,1486,761,685,156,36,523,1124,1.39,0.265,False,False
Philadelphia PhilliesPhillies‌‌‌,NL,86,2968,460,774,173,15,122,443,338,602,64,14,0.261,0.341,0.452,0.793,93,69,4.16,162,162,8,9,44,66,1455.2,1479,709,673,189,75,489,1153,1.35,0.265,False,True
Pittsburgh PiratesPirates‌‌‌,NL,88,2965,374,774,168,23,62,363,264,604,50,16,0.261,0.326,0.396,0.722,62,99,4.59,161,161,5,7,28,45,1418.1,1491,768,723,152,47,563,919,1.45,0.276,False,False
San Diego PadresPadres‌‌‌,NL,88,2958,334,690,137,15,79,320,307,635,38,14,0.233,0.311,0.37,0.681,75,87,4.37,162,162,2,9,45,68,1450.2,1422,769,704,167,45,603,1187,1.4,0.258,False,False
San Francisco GiantsGiants‌‌‌,NL,88,2968,368,778,161,19,63,347,200,643,48,17,0.262,0.312,0.393,0.705,88,74,3.55,162,162,11,18,41,58,1446.0,1268,611,571,140,41,584,1302,1.28,0.236,False,False
Seattle MarinersMariners‌‌‌,AL,88,2991,348,781,150,11,84,334,239,541,56,23,0.261,0.317,0.403,0.72,85,77,3.87,162,162,4,10,49,77,1452.2,1359,692,625,172,43,534,1043,1.3,0.247,False,False
St. Louis CardinalsCardinals‌‌‌,NL,91,3028,403,772,165,15,92,382,308,558,41,17,0.255,0.327,0.411,0.738,91,71,3.66,162,162,8,11,43,58,1440.2,1407,640,586,123,53,460,1049,1.3,0.258,False,True
Tampa Bay RaysRays‌‌‌,AL,89,3041,476,824,188,17,111,452,369,685,133,30,0.271,0.353,0.453,0.806,84,78,4.33,162,162,3,5,41,63,1427.1,1421,754,686,183,46,515,1125,1.36,0.257,False,False
Texas RangersRangers‌‌‌,AL,87,2983,430,762,165,16,132,409,263,690,73,14,0.255,0.317,0.454,0.771,87,75,4.38,162,162,8,11,45,58,1434.2,1432,740,698,171,70,531,1016,1.37,0.26,False,False
Toronto Blue JaysBlue Jays‌‌‌,AL,90,3204,437,870,200,7,100,420,311,529,49,14,0.272,0.337,0.432,0.769,75,87,4.47,162,162,10,10,25,41,1451.0,1509,771,720,181,58,551,1181,1.42,0.27,False,False
Washington NationalsNationals‌‌‌,NL,87,2995,381,791,157,17,80,367,347,670,36,18,0.264,0.345,0.408,0.753,59,103,5.0,162,162,6,3,33,58,1424.1,1533,874,791,173,48,629,911,1.52,0.276,False,False
